BALANCE,BALANCE_FREQUENCY,PURCHASES,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT,TENURE
8.75943815450699,1.0,6359.95,8.684577067845966,6.111267763047603,5.438202105731185,1.0,0.6505877400541776,0.6931471805599453,0.333333,1.9459101490553132,4.532599493153256,9.328212292571072,7.639622591175338,7.415039685031398,0.0,12
4.892919056208852,0.636364,815.9,0.0,6.705516688347823,0.0,1.0,0.0,0.6931471805599453,0.0,0.0,2.8903717578961645,7.496097345175956,7.766683793755752,4.469688939347446,0.0,12
8.24305929376845,0.818182,4248.35,8.147739807003912,6.67807792881693,8.984119042407901,1.0,0.08004239998118148,0.6505877400541776,0.333333,2.6390573296152584,2.6390573296152584,9.105090961257085,9.156944219921918,7.262927662141595,0.0,12
8.588503336828897,1.0,0.0,0.0,0.0,6.684549054454003,0.0,0.0,0.0,0.363636,1.6094379124341003,0.0,8.699681400989514,7.261033154311494,7.261033154311494,0.0,11
5.140386009793119,1.0,399.6,0.0,5.992963423231718,0.0,1.0,0.0,0.6931471805599453,0.0,0.0,2.5649493574615367,8.006700845440367,5.3766947283025095,5.099900183352035,0.0,12
7.388307599631616,1.0,102.0,4.634728988229636,0.0,5.504682890648139,0.166667,0.15415096554150312,0.0,0.25,1.791759469228055,1.0986122886681098,7.438971592395862,6.792545131234186,6.792545131234186,0.0,12
4.841781178834473,1.0,233.28,0.0,5.456516981221582,0.0,1.0,0.0,0.6931471805599453,0.0,0.0,2.5649493574615367,6.90875477931522,5.341250962068848,5.110473503852051,0.0,12
8.87540796129427,1.0,387.05,5.325689313343887,5.212214667494625,7.7129558941159795,0.666667,0.15415096554150312,0.3483069295623057,0.833333,2.833213344056216,2.1972245773362196,9.259225769705994,7.379287955514028,7.379287955514028,0.0,12
3.1382508477086843,1.0,100.0,0.0,4.61512051684126,0.0,0.416667,0.0,0.3483069295623057,0.0,0.0,1.791759469228055,8.839421607620602,5.086161806788292,5.079442454117678,0.0,12
9.40403204003681,1.0,3038.01,6.921855403360919,7.613724899561967,8.066076727735902,1.0,0.15415096554150312,0.6931471805599453,0.5,2.3978952727983707,4.174387269895637,9.472781556562168,8.350270105136044,8.099558846593096,0.0,12
7.05899314124371,1.0,1347.71,5.993961427306569,6.855103167083238,5.175108258224256,1.0,0.08004239998118148,0.6931471805599453,0.166667,1.0986122886681098,3.828641396489095,8.699681400989514,6.472343665440258,5.5523741073615245,0.0,12
8.81489832435355,1.0,324.95,5.786743995370548,0.0,7.08215701747797,0.083333,0.08004239998118148,0.0,0.166667,1.3862943611198906,1.3862943611198906,9.259225769705994,7.45072986762036,7.45072986762036,0.0,12
4.841509907585915,1.0,636.79,6.458009075556836,0.0,0.0,0.916667,0.6505877400541776,0.0,0.0,0.0,2.4849066497880004,7.0909098220799835,6.050793496962728,5.2847349669616435,0.26236426446749106,12
8.16567680947387,0.727273,547.28,0.0,6.30678610536318,0.0,1.0,0.0,0.6931471805599453,0.0,0.0,2.70805020110221,9.305741456739435,9.07527727374647,9.07527727374647,0.0,12
7.412975691461382,1.0,0.0,0.0,0.0,4.6078103676392335,0.0,0.0,0.0,0.083333,0.6931471805599453,0.0,7.496097345175956,5.865051186791171,5.865051186791171,0.0,12
8.913022280658046,1.0,0.0,0.0,0.0,9.090923194512087,0.0,0.0,0.0,0.727273,2.4849066497880004,0.0,9.105090961257085,7.400841445464237,7.400841445464237,0.0,11
8.306096985533877,1.0,2380.55,7.404382581948235,6.605811997178087,7.43759551434736,0.75,0.4054651081081644,0.5596157879354227,0.333333,2.0794415416798357,3.7376696182833684,8.517393171418904,7.389498735985844,7.340927381943288,0.0,12
8.743598321036485,1.0,204.0,5.3230099791384085,0.0,7.981630740265749,0.083333,0.08004239998118148,0.0,0.333333,2.5649493574615367,1.0986122886681098,9.105090961257085,7.121342643846067,7.121342643846067,0.0,12
7.253188835622875,0.454545,963.24,6.871340226280088,0.0,8.728212804225999,0.083333,0.08004239998118148,0.0,0.333333,1.9459101490553132,1.9459101490553132,8.922791623969637,9.907084846508704,6.580568378887042,0.2876818224517498,12
6.4989563348130215,0.727273,0.0,0.0,0.0,8.050085822835518,0.0,0.0,0.0,0.25,1.3862943611198906,0.0,7.496097345175956,8.028800011722797,5.650147651555028,0.15415096554150312,12
6.666816530684591,0.909091,1526.59,6.668609370190421,6.608391911756496,7.691391768051934,0.583333,0.3483069295623057,0.2876818224517498,0.25,2.4849066497880004,3.332204510175204,8.006700845440367,7.141490275195939,5.897545922641265,0.10536041565782127,12
8.320134161099263,1.0,203.82,5.322131544647291,0.0,0.0,0.083333,0.08004239998118148,0.0,0.0,0.0,0.6931471805599453,8.412054873292933,6.767659847255586,6.767659847255586,0.0,12
7.216520318304293,1.0,0.0,0.0,0.0,7.3015438765324925,0.0,0.0,0.0,0.083333,0.6931471805599453,0.0,7.313886831633462,5.938312228436658,5.7756507455504975,0.0,12
8.578654280990072,1.0,1525.44,6.154433375386121,6.962849341291709,0.0,1.0,0.2876818224517498,0.6931471805599453,0.0,0.0,3.044522437723423,9.04793908261736,7.266367396088755,7.185171022558634,0.0,12
7.715708484295577,1.0,437.0,4.584967478670572,5.831882477283517,5.223856135082514,0.333333,0.08004239998118148,0.2876818224517498,0.166667,1.0986122886681098,1.791759469228055,7.783640596221253,0.0,0.0,0.0,12
6.1642557275430345,0.5,109.74,0.0,4.707185111394821,6.92230841846234,0.375,0.0,0.22314355131420976,0.125,0.6931471805599453,1.3862943611198906,7.438971592395862,5.1762232044509755,4.99856130935223,0.0,8
8.271576816437468,1.0,0.0,0.0,0.0,7.591797737565931,0.0,0.0,0.0,0.5,2.0794415416798357,0.0,8.343077871169383,0.0,0.0,0.0,12
5.441842562471876,1.0,2390.6,7.24703072579297,6.896360605568251,0.0,1.0,0.5108258237659706,0.6931471805599453,0.0,0.0,4.477336814478207,8.101980731853192,7.841867680880996,5.1742146694558455,0.6505877400541776,12
6.762509636519377,1.0,507.5,6.2314652154886145,0.0,6.545489246856135,0.166667,0.15415096554150312,0.0,0.083333,1.0986122886681098,1.3862943611198906,8.294299608857235,6.37819941940262,5.661044475632165,0.08004239998118148,12
8.50356714851695,1.0,901.42,6.4724544803023925,5.546543698229709,9.051537894261187,0.625,0.3184537311185346,0.22314355131420976,0.875,3.6375861597263857,2.302585092994046,9.392745258631441,9.001382889138817,6.921082042868441,0.0,8
6.98461313423923,1.0,3107.85,7.706495948059624,6.787968988149286,0.0,0.666667,0.45953211885210227,0.4054651081081644,0.0,0.0,2.9444389791664403,7.824445930877619,7.244819012063394,7.187994674045495,0.0,12
7.356714711115268,1.0,0.0,0.0,0.0,5.775666250117309,0.0,0.0,0.0,0.25,1.3862943611198906,0.0,8.160803920954665,6.540777844746521,6.3672981411811636,0.0,12
6.143486153494597,0.888889,1979.22,7.590963228627309,0.0,7.591995663032507,0.666667,0.5108258237659706,0.0,0.111111,0.6931471805599453,2.4849066497880004,8.006700845440367,8.042716450145122,4.893697583551904,0.1823215567939546,9
2.0360794749475026,0.636364,310.0,0.0,5.739792912179234,0.0,0.666667,0.0,0.5108258237659706,0.0,0.0,2.1972245773362196,6.90875477931522,6.035521534591471,6.035521534591471,0.0,12
7.180066815653793,1.0,1283.9,7.158436173289435,0.0,0.0,0.25,0.22314355131420976,0.0,0.0,0.0,1.9459101490553132,8.699681400989514,0.0,0.0,0.0,12
8.195945551115749,1.0,313.27,5.750252489041052,0.0,6.506484476961441,0.25,0.22314355131420976,0.0,0.416667,1.791759469228055,1.6094379124341003,8.294299608857235,0.0,0.0,0.0,12
7.777931129105488,1.0,5217.62,8.474304479372497,6.06269158764624,0.0,0.916667,0.6505877400541776,0.4054651081081644,0.0,0.0,3.7612001156935624,8.922791623969637,8.644658907237051,7.179700330020578,0.08004239998118148,12
8.287059960355426,1.0,0.0,0.0,0.0,5.418654989798585,0.0,0.0,0.0,0.181818,1.3862943611198906,0.0,8.294299608857235,6.64110217698512,6.64110217698512,0.0,11
8.611576407176658,1.0,229.0,0.0,5.438079308923196,6.878935275721404,0.416667,0.0,0.2876818224517498,0.333333,1.6094379124341003,1.9459101490553132,8.699681400989514,7.655180879929307,7.547515485462326,0.0,12
7.539087709835567,0.727273,113.0,4.736198448394496,0.0,0.0,0.166667,0.15415096554150312,0.0,0.0,0.0,1.0986122886681098,8.77971129020447,8.16356689875695,6.308291202529203,0.0,12
7.350383665303308,1.0,66.2,4.207673247529104,0.0,0.0,0.083333,0.08004239998118148,0.0,0.0,0.0,0.6931471805599453,7.3783837129967145,5.826246864544016,5.826246864544016,0.0,12
6.6977537147139135,0.909091,0.0,0.0,0.0,8.248181724327607,0.0,0.0,0.0,0.545455,2.0794415416798357,0.0,8.33110454805304,8.383238543060216,5.491601064749435,0.08701129365629287,11
2.0983069652318713,0.090909,840.0,6.734591659972948,0.0,0.0,0.083333,0.08004239998118148,0.0,0.0,0.0,0.6931471805599453,7.3783837129967145,0.0,0.0,0.0,12
7.562622442395542,1.0,1887.64,0.0,7.54361227231452,7.382092859951851,1.0,0.0,0.6931471805599453,0.083333,1.6094379124341003,4.127134385045092,7.523481312573497,8.213123166480717,8.091932469749297,0.08004239998118148,12
7.472534847055442,1.0,412.33,5.787541345756266,4.478699521934143,0.0,0.583333,0.2876818224517498,0.15415096554150312,0.0,0.0,2.4849066497880004,7.496097345175956,6.657306880160869,6.657306880160869,0.0,12
6.698079941478827,0.875,0.0,0.0,0.0,6.812811001027565,0.0,0.0,0.0,0.125,0.6931471805599453,0.0,7.313886831633462,4.990941090122055,4.990941090122055,0.0,8
7.363472991848201,1.0,0.0,0.0,0.0,5.950404365369237,0.0,0.0,0.0,0.416667,1.9459101490553132,0.0,7.824445930877619,6.293460359333536,5.868968621963989,0.0,12
8.291928286371425,1.0,263.5,5.25540986553676,4.302712827954156,0.0,0.666667,0.08004239998118148,0.45953211885210227,0.0,0.0,2.1972245773362196,8.699681400989514,8.836059376373083,6.91035925170048,0.08004239998118148,12
7.438639665474121,1.0,1363.69,7.21868257559943,0.0,0.0,0.333333,0.2876818224517498,0.0,0.0,0.0,1.6094379124341003,7.438971592395862,7.393150071761594,6.829259398021747,0.0,12
8.610443746922588,1.0,419.1,0.0,6.040492778175336,6.439988164471771,0.916667,0.0,0.6061356217521172,0.333333,1.6094379124341003,2.4849066497880004,8.740496729931813,7.1617887144105605,7.1617887144105605,0.0,12
8.00350420079196,0.909091,4523.27,7.417634455007731,7.9586398388963815,10.214549880228592,0.666667,0.4054651081081644,0.45953211885210227,0.833333,3.332204510175204,3.5263605246161616,8.853808274977197,10.248271382681262,7.0103396674623175,0.37469313694136186,12
6.487703820419449,1.0,0.0,0.0,0.0,7.296650461658413,0.0,0.0,0.0,0.125,1.3862943611198906,0.0,8.853808274977197,6.815045498706368,4.955708691441334,0.22314355131420976,8
7.501066886022223,1.0,713.9,6.2227349856338,5.355736857415523,0.0,0.5,0.09531017980432493,0.3364722366212129,0.0,0.0,2.1972245773362196,7.719129840906732,6.791241033321197,6.435761985266166,0.0,10
6.2791488389323,0.909091,791.94,6.24928001995347,5.621487231929371,0.0,0.272727,0.08701129365629287,0.16705393081700054,0.0,0.0,2.0794415416798357,8.699681400989514,7.174860061724275,5.173379480888368,0.0,11
8.676149498383959,1.0,561.87,5.523458920524919,5.74738460102608,0.0,0.833333,0.15415096554150312,0.5596157879354227,0.0,0.0,2.70805020110221,8.699681400989514,7.596414904511969,7.596414904511969,0.0,12
7.45508935392666,1.0,606.11,6.408709993751677,0.0,0.0,1.0,0.6931471805599453,0.0,0.0,0.0,2.8903717578961645,9.305741456739435,7.993255493563906,6.437202687884413,0.0,12
6.362699910035696,1.0,320.0,0.0,5.771441123130016,0.0,0.75,0.0,0.5108258237659706,0.0,0.0,2.1972245773362196,7.313886831633462,7.272336285780348,5.253249611110729,0.0,12
7.095658461149205,1.0,0.0,0.0,0.0,3.6718808174590887,0.0,0.0,0.0,0.083333,0.6931471805599453,0.0,7.0909098220799835,3.410443537249367,3.410443537249367,0.0,12
8.794039869027245,1.0,388.66,5.965274564017741,0.0,8.438784972903889,0.583333,0.45953211885210227,0.0,0.416667,2.0794415416798357,2.0794415416798357,8.853808274977197,7.393621869780999,7.393621869780999,0.0,12
2.910041642177587,0.909091,244.85,3.718680945350726,5.326127067187304,0.0,0.666667,0.15415096554150312,0.45953211885210227,0.0,0.0,2.6390573296152584,8.517393171418904,5.882770932843391,4.808302162738161,0.16705393081700054,12
4.413824566542096,0.272727,0.0,0.0,0.0,8.001790443916308,0.0,0.0,0.0,0.166667,1.791759469228055,0.0,9.15915233520675,4.767025675958524,4.767025675958524,0.0,12
1.5657597596409527,0.636364,133.05,3.374168709274236,4.662022997580874,0.0,0.416667,0.15415096554150312,0.22314355131420976,0.0,0.0,1.791759469228055,9.392745258631441,5.352111333645686,4.6104933428158,0.36772447243296236,12
3.7719429024452684,0.545455,396.0,0.0,5.983936280687191,0.0,0.5,0.0,0.3483069295623057,0.0,0.0,2.5649493574615367,7.0909098220799835,6.588384644386054,4.954484283243715,0.6931471805599453,12
7.568566484814462,1.0,4915.6,8.41545721030093,5.9946095962520545,5.686449089071931,1.0,0.6931471805599453,0.2876818224517498,0.083333,0.6931471805599453,3.9318256327243257,9.105090961257085,8.501483822284888,6.3898323387442435,0.0,12
4.912045891513179,1.0,1247.8,7.129938369201223,0.0,0.0,1.0,0.6931471805599453,0.0,0.0,0.0,3.1354942159291497,9.711176264112805,7.151665256518504,5.149569003726273,0.6931471805599453,12
8.863750175033168,1.0,1603.78,7.2766532168425835,5.072921280180533,8.635332438466254,1.0,0.6061356217521172,0.6931471805599453,0.75,3.1780538303479458,3.1780538303479458,9.305741456739435,8.431825676435697,7.537570137587036,0.0,12
9.00972259112514,1.0,2258.01,7.185220335023318,6.846124526185636,8.566407824343202,1.0,0.5596157879354227,0.6931471805599453,0.75,3.091042453358316,4.110873864173311,9.510519035757246,8.01386467597063,7.63799665412199,0.0,12
8.30358049140179,1.0,45.0,3.828641396489095,0.0,4.656225059955752,0.083333,0.08004239998118148,0.0,0.083333,0.6931471805599453,0.6931471805599453,8.412054873292933,6.979931637127268,6.877235518117718,0.0,12
8.717889111578424,1.0,0.0,0.0,0.0,7.9077450108774645,0.0,0.0,0.0,0.416667,2.70805020110221,0.0,8.77971129020447,7.315355194100754,7.315355194100754,0.0,12
9.146575428243775,1.0,5100.07,7.046499312159118,8.282290774835944,5.918187144935499,1.0,0.22314355131420976,0.6505877400541776,0.083333,0.6931471805599453,3.8501476017100584,9.105090961257085,8.765691979834259,8.765691979834259,0.0,12
7.589845096604949,1.0,1032.04,5.4289069362516384,6.692257424693476,8.374919519497766,0.909091,0.08701129365629287,0.5978371007556155,0.545455,3.091042453358316,2.8903717578961645,8.294299608857235,8.025328328911934,6.815319242368355,0.08701129365629287,11
7.187261076612361,1.0,45.65,3.8426729272933526,0.0,6.207901527566484,0.083333,0.08004239998118148,0.0,0.083333,0.6931471805599453,0.6931471805599453,7.496097345175956,6.0909488191647725,5.747992757638404,0.0,12
7.176803189581028,1.0,405.6,6.007829901194246,0.0,0.0,0.166667,0.15415096554150312,0.0,0.0,0.0,1.0986122886681098,7.783640596221253,0.0,0.0,0.0,12
7.753832008950124,1.0,213.34,5.367563539284851,0.0,0.0,0.25,0.22314355131420976,0.0,0.0,0.0,1.3862943611198906,7.783640596221253,0.0,0.0,0.0,12
7.0394700442879845,1.0,0.0,0.0,0.0,4.800843148105448,0.0,0.0,0.0,0.083333,0.6931471805599453,0.0,7.0909098220799835,5.029284648786022,5.029284648786022,0.0,12
7.39077119748822,1.0,739.44,6.607244604091484,0.0,0.0,0.666667,0.5108258237659706,0.0,0.0,0.0,2.4849066497880004,8.699681400989514,6.035788878081494,5.966501847859993,0.0,12
8.162422522052372,1.0,0.0,0.0,0.0,7.447159207954665,0.0,0.0,0.0,0.5,1.9459101490553132,0.0,8.294299608857235,0.0,0.0,0.0,12
1.7418758824899843,0.363636,79.0,0.0,4.382026634673881,0.0,0.25,0.0,0.15415096554150312,0.0,0.0,1.3862943611198906,8.853808274977197,5.388250378901539,4.810403950253194,0.6931471805599453,12
0.0,0.0,0.0,0.0,0.0,4.509198831656053,0.0,0.0,0.0,0.142857,0.6931471805599453,0.0,8.006700845440367,4.934628079522907,4.934628079522907,0.0,7
1.770856686983286,0.666667,20.0,3.044522437723423,0.0,0.0,0.111111,0.10536041565782127,0.0,0.0,0.0,0.6931471805599453,7.313886831633462,3.3137465990571076,3.3137465990571076,0.0,9
3.1943540486844593,0.272727,1346.28,0.0,7.205843024147799,0.0,1.0,0.0,0.6931471805599453,0.0,0.0,2.5649493574615367,7.601402334583733,6.5696905892803015,4.021624395851061,0.0,12
8.172108509287602,1.0,2823.8,7.340452860931516,7.158039176448519,0.0,0.916667,0.6505877400541776,0.6061356217521172,0.0,0.0,4.330733340286331,8.648396877031582,9.124105606000684,7.651973899621786,0.08004239998118148,12
0.48504001407184877,0.090909,389.96,0.0,5.9686052529619,0.0,1.0,0.0,0.6931471805599453,0.0,0.0,3.4657359027997265,8.412054873292933,0.0,0.0,0.0,12
6.76049855778668,1.0,0.0,0.0,0.0,6.825796358628536,0.0,0.0,0.0,0.083333,0.6931471805599453,0.0,8.294299608857235,7.7132888505828285,5.374482526239719,0.08004239998118148,12
7.800794984990287,1.0,808.0,6.695798917058491,0.0,6.867825868282063,0.25,0.22314355131420976,0.0,0.333333,1.9459101490553132,1.6094379124341003,8.294299608857235,6.279912012197073,6.279912012197073,0.0,12
6.01531867412121,1.0,941.64,0.0,6.848684449405085,0.0,1.0,0.0,0.6931471805599453,0.0,0.0,2.5649493574615367,7.824445930877619,7.001964325488924,5.179593541613167,0.08004239998118148,12
8.514670172078025,1.0,0.0,0.0,0.0,8.60162028523746,0.0,0.0,0.0,0.583333,3.713572066704308,0.0,8.987321812850125,7.1249113603194285,7.1249113603194285,0.0,12
7.128996668733569,1.0,423.7,5.185372607531902,5.509631222108668,6.0244133685803405,0.666667,0.15415096554150312,0.4054651081081644,0.083333,1.0986122886681098,2.3978952727983707,7.601402334583733,6.359661015394023,6.213338130354008,0.0,12
8.801650316962302,1.0,4478.75,7.909338912111957,7.472023086617956,8.882741562496024,1.0,0.6505877400541776,0.6931471805599453,0.583333,3.091042453358316,4.174387269895637,9.105090961257085,9.292744278439896,7.812204708947772,0.08004239998118148,12
5.057625445563613,0.818182,1354.86,6.374394297410881,6.64668917154408,0.0,0.916667,0.2876818224517498,0.6061356217521172,0.0,0.0,3.5553480614894135,8.612685172875459,6.756905274926475,4.694278693295283,0.0,12
8.129867927770311,1.0,0.0,0.0,0.0,6.917060522603349,0.0,0.0,0.0,0.083333,1.0986122886681098,0.0,8.343077871169383,0.0,0.0,0.0,12
8.579979070198084,1.0,2812.2,6.754743949848305,7.57869774955389,7.828576911207202,1.0,0.22314355131420976,0.6931471805599453,0.333333,2.1972245773362196,4.406719247264253,9.04793908261736,7.320145179939207,7.320145179939207,0.0,12
8.773316806553245,1.0,0.0,0.0,0.0,8.120061898600733,0.0,0.0,0.0,0.25,2.4849066497880004,0.0,8.853808274977197,7.153652221372497,7.153652221372497,0.0,12
5.172423312210039,0.818182,1508.9,7.133583224085232,5.551175047845637,0.0,0.666667,0.3483069295623057,0.2876818224517498,0.0,0.0,2.70805020110221,8.517393171418904,7.5418039297171715,4.924640302230409,0.6931471805599453,12
6.523848839250635,1.0,1045.57,6.505709318919628,5.936533063581764,0.0,1.0,0.45953211885210227,0.6931471805599453,0.0,0.0,3.258096538021482,8.006700845440367,6.316139441145971,5.340995753704738,0.0,12
5.415049254386517,0.636364,2309.78,0.0,7.745340408858405,0.0,0.583333,0.0,0.4054651081081644,0.0,0.0,2.5649493574615367,8.77971129020447,7.0965656378910005,4.6088917324356,0.2876818224517498,12
7.48808473175405,1.0,0.0,0.0,0.0,6.358199883664646,0.0,0.0,0.0,0.25,2.3978952727983707,0.0,7.496097345175956,6.5347937616074345,6.5347937616074345,0.0,12
4.0241586758043235,0.272727,495.0,0.0,6.206575926724928,0.0,0.166667,0.0,0.15415096554150312,0.0,0.0,1.0986122886681098,8.853808274977197,7.586217950962711,4.997549730332755,0.6931471805599453,12
7.887445077562162,1.0,0.0,0.0,0.0,6.234457393256876,0.0,0.0,0.0,0.333333,1.6094379124341003,0.0,8.006700845440367,6.838854033654524,6.565556499367541,0.0,12
9.048512527506483,1.0,6724.26,8.319005632639001,7.872904744103383,7.431062548109857,1.0,0.6505877400541776,0.6931471805599453,0.5,2.3978952727983707,4.454347296253507,9.741027444837728,7.544203454804669,7.544203454804669,0.0,12
7.289832088712203,1.0,1174.39,7.069355286400314,0.0,0.0,0.25,0.22314355131420976,0.0,0.0,0.0,2.1972245773362196,9.105090961257085,0.0,0.0,0.0,12
7.65688511608913,1.0,5580.85,0.0,8.62727554164635,0.0,1.0,0.0,0.6931471805599453,0.0,0.0,4.330733340286331,9.04793908261736,8.179193565649877,6.447312407686196,0.0,12
7.96464115176426,1.0,0.0,0.0,0.0,6.907603937530597,0.0,0.0,0.0,0.166667,1.0986122886681098,0.0,8.071218539969863,6.972068998291171,6.972068998291171,0.0,12
9.56276437214264,1.0,0.0,0.0,0.0,8.437159754349729,0.0,0.0,0.0,0.333333,2.302585092994046,0.0,9.852246888342531,8.028655428376947,8.028655428376947,0.0,12
7.780686523789863,1.0,12462.44,9.430554837704511,0.0,0.0,0.916667,0.6505877400541776,0.0,0.0,0.0,5.384495062789089,7.937731775260109,9.361318788635828,7.601897424899848,0.0,12
4.068226451174745,0.75,0.0,0.0,0.0,5.612081215523314,0.0,0.0,0.0,0.125,0.6931471805599453,0.0,7.0909098220799835,5.958047035162719,4.450821226504721,0.15415096554150312,8
8.353934009646402,1.0,1957.3,6.983141005888027,6.78105762593618,0.0,0.833333,0.15415096554150312,0.45953211885210227,0.0,0.0,2.995732273553991,8.517393171418904,6.91309573333649,6.91309573333649,0.0,12
9.3208287801909,1.0,150.64,5.021509290648134,0.0,9.031590938027875,0.083333,0.08004239998118148,0.0,0.5,2.70805020110221,0.6931471805599453,9.741027444837728,7.865978194264746,7.865978194264746,0.0,12
4.254272024266805,0.090909,0.0,0.0,0.0,7.937629997142655,0.0,0.0,0.0,0.083333,1.3862943611198906,0.0,9.472781556562168,0.0,0.0,0.0,12
4.767749380169914,0.272727,907.0,6.811244378601294,0.0,5.615162652083958,0.25,0.22314355131420976,0.0,0.083333,0.6931471805599453,2.1972245773362196,8.517393171418904,0.0,0.0,0.0,12
8.442221369574867,1.0,1271.12,5.865164090991807,6.825003906185169,0.0,0.833333,0.22314355131420976,0.6061356217521172,0.0,0.0,3.5263605246161616,8.517393171418904,7.553303408815301,7.553303408815301,0.0,12
