uranium_lead_ratio,carbon_14_ratio,radioactive_decay_series,stratigraphic_layer_depth,geological_period,paleomagnetic_data,inclusion_of_other_fossils,isotopic_composition,surrounding_rock_type,stratigraphic_position,fossil_size,fossil_weight,age
0.6794831577500506,0.4337378860121052,0.9890499699899236,386.44,7,0,1,0.4125589379509397,1,0,65.27,226.88,0.6349991402939184
0.2977650205387635,0.0127494061116539,0.1038222300700308,65.11,2,0,1,0.4055542488254907,0,0,37.61,404.54,0.15036765077727543
0.8657328091850587,0.6908278235283756,0.2186771937035718,289.68,5,0,1,1.369190657817985,3,1,64.76,312.4,0.5506468023990857
0.3008904402453689,0.1319724552595467,0.2805375443149477,197.22,10,0,1,1.55196858415491,0,1,76.4,328.13,0.22151085758210196
0.4195366905748015,0.1767737608571503,0.4415204369474868,141.01,5,1,1,1.4011754147703304,2,0,96.88,424.46,0.30189843331209354
0.3480381847559999,0.5042775742961307,0.8117485448339898,228.95,3,0,0,0.2074173567682772,0,2,43.11,176.57,0.3136106644010883
0.3776541368102941,0.3625041066014686,0.0028061156187901,138.39,2,1,1,0.9268795845128692,1,0,79.78,207.82,0.27129289680492763
0.3623047180335235,0.8693194101087226,0.5107037986422737,173.84,3,0,1,0.8729108268322084,1,2,177.36875,300.65,0.31339826642797175
0.1717325096238701,0.5764701109389039,1.1476117518667517,102.76,6,0,0,0.9596800741910664,2,0,69.44,80.46,0.22851999069494597
0.3152379517739238,0.2381043403114995,0.4063363459037958,290.92,10,0,1,0.990509400747972,3,0,59.46,83.98,0.3562318576731296
0.1151716602176162,0.0078599660614059,0.6873627962970843,228.38,4,1,1,1.0058894833860543,2,0,30.84,384.17,0.2192655075805848
0.1627890821737684,0.7553261111401648,0.8178587642824456,183.02,0,0,1,0.6148812486087287,2,0,37.5,255.44,0.28764754073489696
0.9470166860142148,0.0418090176331114,0.6920441657552714,298.47,3,1,1,0.9892731774759248,3,0,94.44,526.31,0.784040568012865
0.1901950431488946,0.2317422555693687,0.7639938953424936,197.18,0,0,0,0.8115753581021787,1,0,108.35,98.13,0.2772501542413852
0.2685394187401811,0.6407122756398353,0.0371734392675305,172.77,10,0,0,2.3404737876838486,3,0,53.65,117.23,0.27925276370219787
0.7589271867082628,0.8821881811967301,0.5737277784612335,41.63,8,1,1,0.0280708473495176,0,0,60.51,241.7,0.5392582253643637
0.7443704247892129,0.4680664399057751,0.1069098470880162,196.9,7,0,1,1.1357386601233743,1,0,79.15,349.38,0.504809296962709
0.2335579042916913,0.6833845999038309,0.6368645476976212,120.81,10,0,1,0.646344970849788,0,0,63.99,409.93,0.25537316301038726
0.4913191009781039,0.3686915949520065,0.5968945166445913,65.19,10,1,1,0.2875871630341971,3,0,109.5,604.66,0.34478259550323154
0.5241529375116366,0.085803922771435,0.7837145754357012,74.01,10,1,0,1.1078504726937035,1,1,45.33,288.03,0.2925124657381841
0.2853378625520749,0.170071271608222,0.2814965955876596,98.13,4,0,0,0.4853057407450165,2,0,89.95,242.31,0.2056821514903258
0.7524747707376864,0.2102792736541925,0.3038155505929438,126.81,5,0,1,1.5448049253205285,1,1,86.82,53.62,0.3911662671561934
0.7318953391182321,0.7007343670460289,0.8657047003410119,68.28,8,0,0,0.7718569199234211,3,1,41.7,350.04,0.4281336286676579
0.2863400449578846,0.9389314548421792,0.8999018942782235,145.64,0,0,0,1.3647900536622053,0,0,101.0,93.91,0.33933104752657506
0.5021564930117015,0.3994064111769145,0.9107659535599592,132.62,4,0,1,1.246907207316289,1,2,64.22,504.04,0.3224504657584125
0.0536923232272528,0.4019505371919621,0.7189981016579511,198.59,4,0,1,0.5722436127722159,2,0,21.93,324.6,0.1627373041640117
0.0842020250236196,0.1652216460496663,0.4320970239537268,90.59,4,0,1,0.3007668377614263,3,0,139.07,275.4,0.10023161493258892
0.2673700588986542,0.0719313940773533,0.5606254424132407,110.83,4,0,1,0.9780285264677278,1,0,73.77,280.17,0.21065833257476915
0.7696770510227057,0.3945875562641618,1.032272300950021,51.62,2,0,1,0.4334218516361783,2,0,17.98,828.98,0.48373132667819685
0.7923401721298425,0.145841357714074,0.0109208150837862,86.19,0,0,1,0.0491288305427782,3,0,50.57,90.56,0.48769608884303794
0.5123050290745421,0.1954146779649558,0.2057932777272339,213.26,7,0,1,1.3932827737370572,0,0,118.29,115.23,0.3986507671612505
0.5435850053054829,0.8378444917568546,0.4974110673198112,334.36,8,0,1,1.6094489601469648,2,0,73.15,197.68,0.5758109051187912
0.5717003115036627,0.7524845235553211,0.4842225257757448,42.38,2,0,0,0.0618630801952208,2,1,44.81,168.47,0.31128440088600295
0.2485391995340766,0.3139505435482131,0.2934024170817234,110.66,4,0,0,1.2710880290712792,3,0,36.68,672.06,0.21374316027955617
0.912207437950692,0.204450709213905,1.020189186437424,21.84,7,1,1,0.3664378908631948,2,0,28.66,306.16,0.5390660557696393
0.6266408450234824,0.4074097692867736,1.147017696697323,197.38,2,0,0,1.2979602416758862,1,0,62.7,61.23,0.5068119064235216
0.6168256623867933,0.4322008953123598,0.2985170363931294,187.69,2,0,0,0.3899748417766182,2,2,120.66,123.93,0.3726775293058632
0.5043771551700481,0.4399029884069523,1.0548922075975378,158.13,2,1,1,2.220679421821436,1,0,109.37,271.63,0.41869709014776835
0.0861934666175038,0.2024748293501123,0.4535740507191027,212.75,4,1,0,0.8564155965372393,3,0,55.11,453.86,0.21184169271070383
0.624329973125784,0.1436089282772304,0.3662914119519438,188.09,8,0,0,0.6864507869635568,1,2,96.91,173.56,0.3832367428265113
0.5885147465259051,0.9934919653773598,0.6141128801725199,37.85,10,0,0,1.7388410958483476,1,0,99.33,171.38,0.44263737597475494
0.6156485577853836,0.1945323537117658,0.7052003939972631,242.74,4,1,0,1.3227627335781769,2,0,5.86,437.04,0.5212347402170505
0.3440789293802448,0.411640945094944,0.7437145828525272,16.32,8,0,1,0.886496902358003,1,0,112.44,395.54,0.2389274913776537
0.6949125720617639,0.9265360105654856,0.6248328668812462,94.79,4,0,0,0.643492004357958,1,0,91.33,375.43,0.5132647591305843
0.9148940750056846,0.5822925375246539,0.3429881742771632,191.51,3,1,1,1.1949562571283536,1,0,39.87,199.31,0.7184816579178931
0.5410398390061872,0.2465406764935518,0.8983174617639751,238.19,2,0,0,0.632797965891551,0,1,85.77,424.3,0.37049286443952223
0.2723348164790677,0.4092762351477351,0.5048212278441921,70.81,0,1,1,0.4955214821556645,2,1,103.99,267.49,0.189145452154828
0.4506680454450966,0.4534269750389009,0.5204155357160094,270.9,10,1,1,0.9993158027041728,2,0,59.77,318.11,0.4739003347796624
0.3356036189658148,0.7686647198283689,1.2656640755767476,242.69,2,0,0,1.2108361954924614,1,1,16.33,446.53,0.3400390407702967
1.122347680031973,0.5849212687928748,0.9217743629530858,63.88,7,0,0,0.7772412352822976,3,0,110.96,365.82,0.6808669882978832
0.5319575156080427,0.5662327650786576,0.4546533453997674,80.5,6,0,0,0.294386667509001,0,0,50.28,495.0,0.3851483245845597
0.0943245106766421,0.4104478737856447,0.5665541880623448,24.15,0,0,0,1.2630928063133282,0,0,54.67,253.48,0.10926358588463755
0.7650475180617193,0.1829597228248261,1.0018289029437204,137.46,0,1,1,0.4904708604338773,2,0,70.16,715.82,0.6099968646013493
0.429429696646423,0.8374149672520564,0.4755634175223405,136.23,5,0,1,1.0557468200783675,3,1,114.3,43.64,0.2819431380283399
0.4963927567773702,0.6926838648102692,0.2734979488732788,64.18,4,1,1,0.4211579812534298,3,2,100.6,464.48,0.2818723387039678
0.2852002911007759,0.6490115318803042,0.3766506722565265,129.46,7,0,0,1.5410077782026137,2,0,74.87,109.52,0.26990725288507245
0.3083515738074486,0.56647108670394,0.7023889111906689,74.03,6,0,0,0.5579879092357523,3,2,105.39,336.21,0.21451183865845394
0.5592788670920636,0.3924298806270461,0.915257793533408,176.5,5,1,0,0.4686034531684092,3,0,88.78,403.88,0.4623600449070001
0.6775921416703783,0.5857362358074752,0.2799287707997758,131.95,5,0,0,0.3759505512243015,1,1,90.76,425.8,0.3663157043015647
0.817896534037788,0.501414829844533,0.2514108980916977,176.79,0,1,0,1.1620940171329677,1,0,35.75,225.87,0.6396921240808731
0.3535304587248415,0.4681511946754628,0.1292730970098475,62.85,7,0,0,0.8883664927524566,0,0,29.36,347.15,0.22256273325848833
0.7249724353630718,0.1250864535633197,0.5669700516169797,230.84,10,1,0,0.6003439393361009,0,1,31.35,21.69,0.47384976383368227
0.2437694529827928,0.4931910532390675,0.840605831536557,363.29,8,0,0,0.6062084397345001,2,0,89.4,638.57,0.40700508743716557
0.722432075833985,0.6876237240312654,0.7328675339446084,82.33,4,0,1,0.7039927527991052,2,0,100.28,140.65,0.473738507752526
0.2869962317788396,0.4530215863153314,0.7148493638001957,120.23,10,1,0,1.2603809036865226,3,0,64.66,203.11,0.2969222522276501
0.9357109404604976,0.8603631148982577,0.0389899523278459,124.67,2,0,1,1.231343338338445,1,2,61.2,98.08,0.5094213672360955
0.1171526131666788,0.3267002778787156,0.1411625384283888,211.01,0,1,1,0.9691753589627238,1,0,80.26,430.81,0.20938394473607022
0.5255796356023674,0.497951278845607,0.2947138357127082,21.55,6,0,1,0.7636828839752332,2,1,96.41,256.37,0.2679046434242599
0.6836951804780738,0.1462565255216255,0.3714693191700271,235.9,2,0,1,0.5792090113375133,3,1,4.99,329.78,0.4252308563683992
0.1549638592201597,0.5909031059898793,0.5098410045073949,271.94,7,0,1,0.7700938374416377,1,0,41.69,432.36,0.2588221015262312
0.3512938558501091,0.2057604484345047,0.3690120470871117,181.36,5,1,1,0.8321168714178881,2,2,15.64,352.09,0.25903449949934765
0.1533383063731881,0.2774752391871218,0.5745001047042807,103.66,2,0,0,1.4667966938361583,3,1,62.48,259.85,0.1258306277877234
0.6398966610136825,0.8130322477989802,0.7906252820170354,57.2,4,0,1,1.1151278527419015,3,1,57.94,365.08,0.38660476782878705
0.5576352644292059,0.6089188618181303,0.1115175019483502,157.69,8,0,1,0.7177685625938899,1,0,48.66,367.65,0.42560508136865205
0.4247549788348561,0.4700611120215088,0.8749676456090696,82.9,0,0,0,0.6451358883097549,3,1,13.54,426.43,0.28214542181226043
0.4286798516265153,0.3464371343130725,0.8273221036899305,248.43,3,0,1,0.6837676950478073,2,0,163.82,131.85,0.44137310232525206
0.4134080203514533,0.194447587466176,0.278554106499249,144.8,0,1,0,0.5762195195044654,3,0,76.58,97.7,0.3413943421225637
0.3822371689573053,0.2993172669617976,0.1941026769701574,251.32,7,0,1,1.0812169155135265,2,0,97.89,109.19,0.3540370786175926
0.4416184355016297,0.3376287297892008,0.3190009397250816,216.32,7,0,0,1.011752130157983,1,0,38.98,239.28,0.37597475498376676
0.3416941025689475,0.2982382879218715,0.5498049429311168,169.4,3,0,1,1.1066005156874965,1,1,4.05,453.7,0.25653629476792994
0.8885500979987933,0.6590507989909902,0.2187377072034104,68.18,7,0,1,0.7946074431074085,1,0,30.0,245.27,0.565221349030555
0.5687823495113249,0.5048459921122027,0.7276705124836128,258.17,0,0,1,1.261382236499028,3,0,14.17,311.56,0.562581545650393
0.5624382569096117,0.554887206789455,1.0142417692947037,73.1,4,0,1,0.7277195340189813,3,0,47.03,391.48,0.41105076311557487
0.5778378270848071,0.2662929875022128,0.574369063604337,98.87,5,1,1,1.020824126701482,1,1,46.74,241.14,0.32189418535263126
0.1848963940731773,0.3430658700090315,0.7646579351120184,223.97,4,0,1,0.8130866880091732,2,0,132.65,545.81,0.2670651657209899
0.9480675296096788,0.1083469992243257,0.7292018904893761,218.93,3,0,0,0.960420449534787,1,0,106.09,315.14,0.7122209748055548
0.2527728074066925,0.4893362249010568,0.4526272214352957,31.36,4,1,1,0.5923199992773241,3,0,138.03,194.69,0.18123615620353795
0.7684038775612732,0.2922119497940666,1.0672454483914309,194.95,3,0,1,0.8896185095018176,3,0,89.52,197.87,0.5921352064811725
0.871010011832394,0.5375242463572217,0.8420663604835198,145.95,2,0,1,0.9526280182418372,0,0,52.53,687.11,0.572200139575811
0.4919749940230725,0.4601999831986411,0.562324127729763,57.8,10,1,1,0.7254204786799461,0,0,88.44,424.35,0.3347088630639925
0.389263403643744,0.421517849197201,0.5887509322074647,233.53,2,0,1,0.887345022252439,2,1,59.92,538.81,0.3193656380536254
0.1412668637151848,0.4871569015396746,0.1313430590875069,214.55,8,0,0,0.9216419021845326,2,1,97.02,343.75,0.1744293068746144
0.3888105051382131,0.6083010892762722,0.8940332884329764,140.76,7,0,0,0.1800073683384211,2,0,123.57,400.27,0.33081490022352356
0.2075618054272802,0.4739231646247667,0.4306579300716922,251.93,4,1,1,1.6035132863982122,2,0,96.92,628.17,0.31563350224029296
0.5339665208196731,0.405620064887671,0.6001551342175766,168.68,0,0,1,1.7980200881016468,2,0,52.88,369.38,0.44060442394635435
0.4818666675566525,0.6685726378317056,0.1466387577718393,85.94,4,0,1,0.3432464011718105,1,0,100.71,80.02,0.3232697150832904
0.6234536682570526,0.5709240570730593,1.1079114184584102,184.64,2,0,1,1.1546657195996572,1,1,108.06,256.83,0.4176452144713819
0.9179797878530512,0.0697276004669616,0.4713923527726358,114.47,4,1,1,0.378715826328068,1,0,67.7,496.97,0.5886458112085445
0.2373701220364164,0.501320174528369,0.7735752894012448,195.1,2,0,1,1.7893527973203531,2,0,141.99,393.54,0.2712625542373396
0.099410164823415,0.2323740253972959,0.0724711655453373,133.5,3,1,1,0.6159390503737047,3,0,70.5,481.82,0.13871610482345684
0.2967489366331302,0.7292364687226729,0.4803161142438039,140.53,7,0,0,0.6952296093745074,0,0,71.87,262.34,0.28700023262635155
0.8165027143697141,0.9721287075448836,0.1603187601131866,148.17,2,0,1,0.2666117516564139,3,1,47.91,513.16,0.5051936361521578
0.5075915341160879,0.167515272012858,0.0059057607078601,113.36,10,0,0,0.9360688798941584,3,0,17.8,590.17,0.3343649806313277
0.3382566571480789,0.0817564076539727,0.2362428593958769,180.3,5,0,1,0.3770625430355048,2,0,154.97,202.41,0.2627464069342881
0.9843086535347154,0.4903685140879055,0.9441963243203008,227.25,8,0,1,0.6703914728157206,1,0,78.86,258.0,0.7283733349516036
0.2398573750639298,0.5728500594539533,0.559618816956171,232.35,2,0,0,1.3520096075227692,3,0,98.04,187.24,0.32276400562348917
0.6084664055912574,0.7861119430045175,0.7693481152177502,118.21,3,0,0,0.3597728725785828,3,1,92.02,370.52,0.4127499469005067
0.4044799172381829,0.4488268125229956,0.6979896089085089,32.27,10,0,1,1.0441161315060346,0,0,91.58,344.43,0.2774220954577177
0.2046492272463569,0.3085965944146773,0.6272136464784,89.24,10,0,0,0.0023631617048223,0,2,70.96,149.79,0.136602239281488
0.3859767612866818,0.5591786983343875,0.0761034964639845,205.56,3,0,0,1.695813757848447,3,1,38.56,212.67,0.3011702116899799
0.548031102570937,0.7331216268217507,0.6135264666767255,184.35,2,0,0,1.1949446076255763,2,0,66.41,399.49,0.44814960908658763
0.4826245644118518,0.0043829869071893,0.4119345618688028,253.71,10,0,1,0.5597923049920519,3,0,48.51,488.32,0.4244520638003054
0.4113224131396876,0.1836664594025308,0.5717437522818121,216.75,2,0,0,1.2174387004024223,1,1,98.53,137.57,0.3049529184492925
0.6259825081155586,0.169714179035173,0.5695156464349274,245.95,10,0,1,1.4096433526800745,2,0,20.12,584.27,0.4931071800629103
0.1483756219948409,0.3147959598036012,0.5380093997793135,1.0,4,0,1,1.8268092160385807,2,0,15.88,167.74,0.09880551425594966
0.3809296549514643,0.5503813438523919,0.6069761067272437,339.58,10,0,1,0.3947086229263085,3,1,49.84,402.85,0.39687066986275044
0.3701473211067284,0.4688411956356284,0.1315110638800187,191.62,5,1,0,1.1730389430697143,3,2,29.62,547.96,0.27371018802277713
0.5629170803115267,0.2827314311774377,0.1574591192199077,173.68,7,0,0,0.690513162757525,1,1,55.75,156.44,0.32676922454511437
0.7528789615729712,0.5879435691728723,0.8799189531259897,135.46,0,0,1,0.8336205697925307,2,0,85.72,431.44,0.5841146544487261
0.2459431571980391,0.8997570338524317,0.3363282929998318,164.96,0,0,0,0.6697162374776277,0,1,114.76,65.13,0.2551203082804867
0.1963406396085573,0.5087688740967058,0.7956005919529456,75.8,10,0,1,0.62821966238455,0,1,47.08,541.01,0.16022898524339796
0.4558162972777124,0.4914348919533125,0.7493022804512157,293.35,2,0,1,0.3634144844911459,2,1,12.79,2.33,0.38855680634361944
0.8065467349049722,0.8151908047658498,0.8387373687429956,174.91,3,0,1,0.1569289459831595,3,0,50.76,174.83,0.645356070030646
0.5790931278079247,0.5550394567121335,0.8190281447020012,120.06,10,1,0,0.4239760752803842,2,1,68.49,644.82,0.38569449080114493
0.1119702015231422,0.8192785751214164,0.7636990449055584,108.32,6,0,1,0.7821573041647436,3,1,17.77,83.78,0.16700549200473344
0.9616948244938746,0.324485393156036,0.4186531410580608,130.64,2,1,1,1.428764052343977,2,0,82.83,266.93,0.6389335598911714
0.4590659379282946,0.1290556278363785,0.3376184721982776,131.27,0,0,1,0.555744822641403,2,0,94.01,314.82,0.34480282388162353
0.7754954108604003,0.3464756805387434,0.1006006510221064,123.48,2,0,1,1.50789426278015,2,0,40.74,137.25,0.49838678682323434
0.2671753655738519,0.5846398273569408,0.8577604217761249,166.69,10,0,0,0.8236783717358918,3,1,65.81,74.08,0.2498305873309666
0.5967142407585575,0.4236320025171,0.6737903246577734,90.15,10,1,1,1.0086976380353638,0,0,30.44,348.02,0.4177463563633421
0.5957303280589236,0.7453259992079775,0.8246748281527074,206.45,5,1,1,0.2577512669050816,1,0,110.19,600.28,0.5199704665675476
0.7207998724462983,0.2822591718408542,0.2553100068028952,185.7,7,1,1,1.5441214517684565,0,0,58.89,422.86,0.5098866199391127
0.5479311480729327,0.3591303007073992,0.4615146707707888,236.51,0,0,1,1.5625358004373666,2,0,13.27,576.28,0.48194111519050076
0.4863995334732189,0.1440964637093849,0.5926516828003137,265.39,8,0,0,1.0606245458316417,2,2,108.47,575.66,0.3768041184978407
0.6826461226016676,0.3739976780463163,0.3043996885249416,200.05,10,0,1,1.2362031966167233,2,0,64.3,114.25,0.5072771591265387
0.032866573858672,0.5115184910099715,0.4984495010695183,21.13,0,1,0,0.5826272059003305,2,0,68.07,375.33,0.06714810207239737
0.5775832274565631,0.0642609437860766,0.9372192953518836,146.87,3,0,1,1.7683218183339342,0,1,97.51,271.95,0.3549979265912149
0.6270214228765649,0.3087579403644688,0.7197806504325196,100.55,2,0,1,0.5741523950175768,0,0,67.78,558.88,0.40861324351933326
0.9792333856177212,0.0733072567462311,0.5271392165521609,319.13,3,0,1,1.0039473582814118,3,0,111.55,634.66,0.7752728302535628
0.4695346585118318,0.3222090815305817,0.189957131473708,140.26,0,1,1,1.2002669779120505,0,2,89.76,325.23,0.3108899475073581
0.715814035097626,0.1374050028243257,1.0395697311446412,284.6,0,0,1,1.6705333255105463,0,0,17.63,382.66,0.6238836463674889
0.2359672799224911,0.1982484228019903,0.3674611176780019,41.2,3,0,1,0.8751060681630591,3,1,23.42,335.24,0.14303486361015869
0.6772572458641248,0.4463735071022104,0.721335693862326,225.15,10,1,1,0.949981534746096,3,1,104.12,535.82,0.4822647692447736
0.7769914397011598,0.1688607794762689,0.081150730616553,154.37,10,0,0,0.9662356841105624,2,1,39.96,196.47,0.39971275702683295
0.0854517132285743,0.1001890506528085,0.9609302116767048,147.37,0,1,1,0.3534689336414313,0,0,88.15,575.82,0.15840843118811382
0.7103405840207336,0.3415851448638055,0.575290524336745,36.75,10,0,1,2.03944912878835,1,0,55.7,190.71,0.4343943117799962
0.766375005869087,0.3731628733619498,0.2375704512361915,294.54,0,0,1,2.130792784717958,1,1,79.95,31.0,0.5469551233425373
0.343334238379265,0.227189548302124,0.4522424476550506,181.75,2,1,0,1.1596686313001077,1,1,22.38,205.13,0.24828311638397507
0.3683344307276165,0.4155015917180034,0.7902163112136893,100.18,0,1,1,0.6351630543216847,0,0,26.05,307.21,0.3402514387434131
0.0156247518019202,0.7848405621839942,0.7046866378412723,195.93,8,0,1,1.2347969848690452,3,0,82.85,22.04,0.20662277108555593
0.0209679049857699,0.1193327249498625,0.0136497429416436,55.92,6,0,0,0.4244584723050849,1,0,168.71,452.08,0.0
0.6532499231591327,0.4519436662878012,0.3460453712765535,226.17,0,0,1,0.6352694801289633,3,0,26.04,400.15,0.5583740429448474
0.8972111396826248,0.424762492639653,0.41489519789962,168.35,3,0,1,0.7469727726571985,3,1,33.62,111.77,0.533220054414338
0.923229662374176,0.7491806700364873,0.4170343011327126,147.95,10,0,0,1.2428427877176649,2,2,52.58,183.72,0.5472079780724378
0.3618682059691402,0.3760952321776926,0.7185398745771792,179.92,3,0,1,1.93357080173952,0,0,6.43,451.74,0.34176856712281656
0.5433555533512557,0.5365884906722106,0.0652364011735916,225.13,3,0,1,0.7608071583734727,2,0,123.9,243.89,0.45775808882280955
0.4164748904204007,0.1792828826874494,0.5889200752834718,162.3,10,1,1,1.4426006747318532,3,1,91.87,424.84,0.2894883231685732
0.3801776701768879,0.4872088559466912,0.1980816418904158,59.86,4,0,0,1.1753784746037823,2,1,99.31,92.39,0.19808639540411244
0.2960501701741228,0.4952222057869124,0.4933734602333407,44.51,10,1,0,1.287081261016771,3,0,36.78,545.03,0.23784527313367923
0.2886626632942888,0.4018259258383299,0.6874372097834023,180.89,2,0,1,0.987832367843385,2,0,48.97,245.59,0.2816599407308513
0.3361157721326018,0.4031046316678027,0.897331803081092,226.81,0,0,1,1.5369120633534403,3,1,33.83,422.59,0.31494573737496334
1.1023071041688974,0.0117087034429662,0.4899707260138065,139.57,7,0,1,1.1164207253064449,2,0,94.11,233.69,0.6583224605799477
0.0839068336142536,0.0584151338996065,0.3117491947338115,189.09,0,1,0,1.0785267686423703,2,0,24.49,433.48,0.17357971498214847
0.4718023820192544,0.7941831240333285,0.4837992358267284,56.09,10,0,1,0.0052312766968588,3,0,68.23,81.72,0.36451537862467254
0.4350473100212841,0.7184021745325235,0.3311401406511877,212.7,3,1,1,1.049722450620934,3,0,10.16,399.95,0.44306217192098796
0.6794674885517797,0.1607973224933516,0.3454731258729827,9.25,8,0,1,0.2826539937046196,1,0,75.79,208.56,0.36924881916841135
0.2249845019746521,0.2052690847925534,0.0704520041268291,246.68,6,0,1,0.6629342802321347,2,2,65.36,33.55,0.21276208392754195
0.4623771480156805,0.7077124049308129,0.4562778913548007,203.41,2,0,0,0.59964774068733,1,0,149.97,395.74,0.39053918742604
0.995153855074982,0.7545304367491942,0.2417861943809643,298.75,0,0,1,1.5918745818379196,2,0,25.53,415.06,0.784040568012865
0.776721368502931,0.5551422191397684,0.5208896862413251,289.91,2,0,1,0.930530968890814,2,2,18.92,86.75,0.5103114158853456
0.2973966642129551,0.6206579266242646,0.6067047016856035,80.17,3,0,1,0.7199330585523054,1,0,78.89,86.82,0.2669539096398337
0.9241229650448908,0.5492367439988167,0.3147728023851213,231.19,0,0,0,0.9973905444799784,3,1,49.5,264.19,0.6034732125699144
0.4047263058516336,0.1329075160726603,0.4823139737075523,58.34,3,1,1,0.7177117503672235,0,0,75.65,39.71,0.26696402382902973
0.6575027191116789,0.1338386530270101,0.510614103037432,15.85,0,0,1,0.794997646938259,3,1,136.55,238.64,0.3355179981996743
0.9190878931589688,0.6771454576252356,0.5566735132962415,220.27,3,1,1,0.5490680143776566,1,1,0.93,190.65,0.6334617835361228
0.6404732624003702,0.9957713653607072,0.3740670571735378,233.63,2,1,1,0.8901300888240682,1,0,41.11,343.85,0.6035338977050905
0.8979087768347613,0.3435660335110961,0.8776292644151891,94.2,10,0,0,0.4168339765270909,3,0,43.44,189.75,0.5815759929605243
0.3248803908616822,0.499769705719009,0.1084652507700306,270.11,2,0,1,0.77478809923542,3,0,100.16,441.44,0.3557059198349365
0.6092042655592865,0.3772504640166656,0.2789215494217302,133.03,7,1,1,0.2487057655735,1,0,50.5,396.99,0.4587391651748238
